delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
0,0.018,0,0.391,0,0.692
0,0.007,0,0.412,0,0.671
0,0.002,0,0.479,0,0.651
0.01,0,0.007,0.559,0.001,0.625
0.106,0,0.066,0.706,0.118,0.485
0.244,0,0.14,0.793,0.337,0.315
0.378,0,0.205,0.818,0.516,0.284
0.471,0,0.238,0.802,0.633,0.2
0.451,0.001,0.228,0.756,0.693,0.092
0.432,0.002,0.232,0.696,0.706,0.044
0.375,0.003,0.234,0.614,0.668,0.035
0.285,0.005,0.197,0.483,0.588,0.049
0.183,0.005,0.136,0.321,0.449,0.073
0.071,0.008,0.065,0.158,0.257,0.108
0.001,0.019,0.006,0.084,0.049,0.236
0,0.048,0,0.083,0,0.457
0,0.105,0,0.112,0,0.626
0,0.18,0,0.161,0,0.716
0,0.255,0,0.194,0,0.746
0,0.309,0,0.203,0,0.743
0,0.35,0,0.203,0,0.724
0,0.373,0,0.194,0,0.701
0,0.372,0,0.184,0,0.661
0,0.35,0,0.151,0,0.597
0,0.312,0,0.136,0,0.548
0,0.282,0,0.141,0,0.523
0,0.26,0,0.159,0,0.515
0.032,0.241,0.011,0.159,0.001,0.501
0.238,0.114,0.108,0.102,0.135,0.376
0.453,0.033,0.251,0.196,0.361,0.158
0.598,0.114,0.364,0.302,0.536,0.136
0.687,0.125,0.448,0.299,0.648,0.059
0.707,0.135,0.485,0.255,0.702,0.009
0.698,0.153,0.461,0.203,0.713,0
0.641,0.175,0.387,0.156,0.676,0
0.52,0.197,0.293,0.114,0.582,0
0.356,0.222,0.185,0.09,0.44,0
0.152,0.248,0.082,0.094,0.246,0.005
0.003,0.304,0.007,0.115,0.043,0.038
0,0.328,0,0.148,0,0.125
0,0.343,0,0.182,0,0.216
0,0.381,0,0.181,0,0.305
0,0.432,0,0.151,0,0.384
0,0.464,0,0.115,0,0.442
0,0.474,0,0.09,0,0.501
0,0.453,0,0.081,0,0.551
0,0.416,0,0.088,0,0.583
0,0.365,0,0.103,0,0.602
0,0.303,0,0.12,0,0.615
0,0.258,0,0.139,0,0.608
0,0.239,0,0.156,0,0.582
0.029,0.237,0.005,0.162,0.001,0.545
0.228,0.135,0.064,0.184,0.136,0.424
0.444,0.063,0.153,0.362,0.365,0.16
0.593,0.302,0.254,0.431,0.54,0.059
0.686,0.432,0.362,0.415,0.653,0.014
0.703,0.499,0.45,0.365,0.72,0.003
0.696,0.542,0.455,0.307,0.733,0.002
0.639,0.568,0.375,0.251,0.698,0.002
0.516,0.583,0.269,0.176,0.613,0.004
0.352,0.584,0.153,0.114,0.477,0.01
0.15,0.534,0.066,0.085,0.287,0.021
0.003,0.562,0.005,0.072,0.057,0.056
0,0.602,0,0.072,0,0.106
0,0.608,0,0.092,0,0.154
0,0.604,0,0.124,0,0.204
0,0.559,0,0.16,0,0.251
0,0.465,0,0.184,0,0.284
0,0.365,0,0.19,0,0.297
0,0.294,0,0.18,0,0.291
0,0.272,0,0.151,0,0.27
0,0.282,0,0.125,0,0.251
0,0.329,0,0.121,0,0.252
0,0.405,0,0.136,0,0.275
0,0.484,0,0.167,0,0.317
0.033,0.529,0.002,0.184,0.001,0.36
0.248,0.299,0.048,0.206,0.145,0.315
0.467,0.13,0.127,0.311,0.377,0.143
0.616,0.524,0.226,0.341,0.551,0.086
0.707,0.613,0.301,0.316,0.662,0.037
0.728,0.599,0.338,0.269,0.711,0.017
0.712,0.587,0.355,0.216,0.721,0.011
0.655,0.586,0.325,0.166,0.683,0.009
0.54,0.579,0.25,0.115,0.609,0.007
0.384,0.545,0.142,0.075,0.467,0.004
0.175,0.463,0.06,0.059,0.271,0.002
0.003,0.445,0.003,0.07,0.048,0
0,0.41,0,0.105,0,0
0,0.352,0,0.124,0,0
0,0.304,0,0.105,0,0.009
0,0.272,0,0.079,0,0.051
0,0.257,0,0.061,0,0.134
0,0.258,0,0.049,0,0.236
0,0.237,0,0.046,0,0.302
0,0.186,0,0.05,0,0.295
0,0.13,0,0.069,0,0.315
0,0.097,0,0.097,0,0.412
0,0.086,0,0.113,0,0.528
0,0.08,0,0.117,0,0.616
0.027,0.08,0.005,0.107,0,0.669
0.226,0.051,0.073,0.109,0.125,0.577
0.445,0.019,0.146,0.174,0.35,0.305
0.598,0.053,0.208,0.177,0.527,0.295
0.685,0.238,0.256,0.168,0.642,0.215
0.7,0.233,0.271,0.175,0.711,0.125
0.692,0.197,0.256,0.195,0.723,0.082
0.633,0.169,0.226,0.201,0.685,0.058
0.5,0.148,0.174,0.176,0.582,0.037
0.331,0.121,0.111,0.133,0.438,0.019
0.129,0.101,0.047,0.081,0.242,0.009
0.001,0.08,0.003,0.054,0.038,0.007
0,0.066,0,0.053,0,0.004
0,0.063,0,0.053,0,0.006
0,0.077,0,0.062,0,0.02
0,0.093,0,0.083,0,0.05
0,0.107,0,0.113,0,0.098
0,0.128,0,0.147,0,0.149
0,0.152,0,0.169,0,0.18
0,0.174,0,0.176,0,0.173
0,0.177,0,0.173,0,0.184
0,0.173,0,0.163,0,0.224
0,0.167,0,0.159,0,0.27
0,0.154,0,0.174,0,0.32
0.018,0.129,0.002,0.195,0,0.387
0.185,0.052,0.049,0.211,0.112,0.374
0.401,0.007,0.14,0.341,0.334,0.199
0.559,0,0.243,0.462,0.516,0.128
0.651,0.005,0.323,0.486,0.631,0.065
0.627,0.026,0.359,0.471,0.682,0.041
0.616,0.051,0.358,0.453,0.695,0.035
0.552,0.079,0.328,0.451,0.658,0.032
0.418,0.105,0.248,0.505,0.606,0.024
0.256,0.126,0.15,0.561,0.466,0.015
0.089,0.153,0.06,0.505,0.27,0.01
0.001,0.177,0.003,0.419,0.045,0.008
0,0.178,0,0.384,0,0.003
0,0.164,0,0.33,0,0.001
0,0.174,0,0.245,0,0
0,0.213,0,0.192,0,0
0,0.28,0,0.187,0,0.002
0,0.352,0,0.232,0,0.009
0,0.384,0,0.29,0,0.028
0,0.359,0,0.393,0,0.051
0,0.315,0,0.452,0,0.071
0,0.281,0,0.489,0,0.083
0,0.262,0,0.537,0,0.085
0,0.274,0,0.565,0,0.082
0.012,0.303,0.012,0.556,0,0.074
0.143,0.174,0.112,0.614,0.12,0.055
0.339,0.08,0.249,0.757,0.347,0.018
0.497,0.176,0.409,0.792,0.528,0.002
0.598,0.093,0.555,0.814,0.64,0
0.637,0.028,0.662,0.803,0.703,0
0.627,0.003,0.686,0.775,0.717,0
0.561,0,0.618,0.733,0.681,0
0.465,0.001,0.532,0.654,0.58,0.001
0.295,0.004,0.314,0.539,0.436,0.002
0.106,0.01,0.132,0.387,0.239,0.005
0.001,0.021,0.009,0.42,0.036,0.016
0,0.045,0,0.608,0,0.039
0,0.086,0,0.703,0,0.072
0,0.144,0,0.705,0,0.128
0,0.204,0,0.759,0,0.216
0,0.235,0,0.789,0,0.326
0,0.222,0,0.786,0,0.437
0,0.184,0,0.794,0,0.523
0,0.134,0,0.767,0,0.576
0,0.097,0,0.718,0,0.608
0,0.082,0,0.688,0,0.626
0,0.094,0,0.663,0,0.632
0,0.127,0,0.614,0,0.628
0.014,0.166,0.001,0.508,0,0.623
0.16,0.095,0.049,0.5,0.128,0.499
0.367,0.055,0.156,0.628,0.361,0.237
0.528,0.018,0.259,0.719,0.541,0.135
0.629,0.001,0.302,0.749,0.651,0.065
0.582,0,0.354,0.747,0.705,0.039
0.57,0,0.337,0.732,0.718,0.032
0.503,0,0.29,0.718,0.681,0.04
0.388,0,0.215,0.658,0.592,0.062
0.227,0.002,0.134,0.555,0.448,0.093
0.073,0.012,0.061,0.418,0.249,0.135
0,0.036,0.004,0.282,0.036,0.217
0,0.073,0,0.262,0,0.305
0,0.113,0,0.268,0,0.363
0,0.137,0,0.277,0,0.39
0,0.133,0,0.276,0,0.408
0,0.111,0,0.266,0,0.427
0,0.078,0,0.234,0,0.453
0,0.044,0,0.19,0,0.487
0,0.023,0,0.143,0,0.531
0,0.021,0,0.126,0,0.556
0,0.031,0,0.124,0,0.568
0,0.043,0,0.116,0,0.571
0,0.058,0,0.105,0,0.564
0.011,0.082,0.007,0.088,0,0.556
0.149,0.069,0.104,0.092,0.107,0.444
0.356,0.02,0.234,0.163,0.333,0.219
0.52,0.046,0.406,0.184,0.517,0.177
0.62,0.063,0.577,0.181,0.634,0.135
0.546,0.075,0.658,0.176,0.689,0.088
0.54,0.096,0.643,0.173,0.706,0.06
0.483,0.128,0.571,0.178,0.67,0.043
0.389,0.175,0.427,0.162,0.548,0.038
0.236,0.213,0.224,0.117,0.402,0.044
0.081,0.229,0.069,0.059,0.207,0.062
0,0.224,0.002,0.021,0.027,0.1
0,0.18,0,0.006,0,0.135
0,0.12,0,0.005,0,0.161
0,0.072,0,0.007,0,0.159
0,0.037,0,0.012,0,0.148
0,0.016,0,0.017,0,0.144
0,0.009,0,0.025,0,0.135
0,0.01,0,0.034,0,0.12
0,0.015,0,0.032,0,0.103
0,0.023,0,0.021,0,0.092
0,0.033,0,0.007,0,0.081
0,0.045,0,0.001,0,0.069
0,0.052,0,0,0,0.073
0.01,0.05,0.02,0.005,0,0.1
0.142,0.029,0.216,0.032,0.113,0.136
0.342,0.004,0.446,0.107,0.344,0.086
0.501,0.007,0.606,0.16,0.529,0.063
0.599,0.028,0.707,0.192,0.645,0.116
0.62,0.046,0.751,0.211,0.717,0.146
0.609,0.065,0.738,0.223,0.73,0.148
0.545,0.084,0.663,0.222,0.691,0.137
0.407,0.096,0.526,0.214,0.571,0.103
0.243,0.099,0.363,0.191,0.419,0.068
0.08,0.112,0.142,0.153,0.215,0.058
0,0.121,0.007,0.134,0.026,0.073
0,0.118,0,0.123,0,0.088
0,0.095,0,0.11,0,0.107
0,0.073,0,0.086,0,0.162
0,0.069,0,0.06,0,0.25
0,0.068,0,0.05,0,0.349
0,0.057,0,0.059,0,0.457
0,0.045,0,0.093,0,0.552
0,0.044,0,0.151,0,0.598
0,0.038,0,0.189,0,0.565
0,0.021,0,0.159,0,0.491
0,0.007,0,0.078,0,0.38
0,0.001,0,0.029,0,0.261
0.003,0,0,0.024,0,0.185
0.058,0,0.03,0.075,0.046,0.115
0.14,0,0.093,0.282,0.156,0.044
0.228,0,0.16,0.471,0.257,0.031
0.304,0.004,0.21,0.587,0.331,0.019
0.376,0.028,0.244,0.651,0.341,0.013
0.344,0.064,0.245,0.672,0.344,0.011
0.271,0.09,0.216,0.662,0.301,0.012
0.195,0.08,0.164,0.639,0.243,0.012
0.108,0.066,0.101,0.604,0.169,0.011
0.033,0.065,0.04,0.523,0.082,0.009
0,0.058,0.001,0.488,0.009,0.01
0,0.036,0,0.551,0,0.007
0,0.012,0,0.593,0,0.001
0,0.003,0,0.585,0,0
0,0.001,0,0.56,0,0.009
0,0.001,0,0.515,0,0.036
0,0,0,0.464,0,0.072
0,0.001,0,0.356,0,0.099
0,0.001,0,0.247,0,0.096
0,0.001,0,0.157,0,0.065
0,0,0,0.112,0,0.031
0,0,0,0.116,0,0.011
0,0,0,0.156,0,0.005
0.001,0.003,0.003,0.196,0,0.005
0.046,0.018,0.084,0.262,0.051,0.009
0.114,0.013,0.231,0.447,0.192,0.004
0.207,0.005,0.324,0.526,0.355,0.001
0.345,0.06,0.36,0.577,0.492,0.002
0.405,0.114,0.351,0.61,0.575,0.001
0.406,0.163,0.329,0.645,0.61,0.001
0.384,0.213,0.293,0.683,0.555,0.001
0.296,0.204,0.195,0.715,0.408,0
0.193,0.154,0.12,0.712,0.269,0
0.068,0.085,0.045,0.645,0.139,0
0,0.027,0.001,0.628,0.018,0
0,0.004,0,0.647,0,0.001
0,0,0,0.635,0,0.005
0,0,0,0.579,0,0.01
0,0,0,0.501,0,0.008
0,0,0,0.437,0,0.004
0,0,0,0.379,0,0.001
0,0,0,0.33,0,0
0,0,0,0.274,0,0
0,0.001,0,0.238,0,0
0,0.001,0,0.218,0,0
0,0.001,0,0.205,0,0.001
0,0,0,0.192,0,0.002
0.006,0,0.006,0.177,0,0.004
0.108,0,0.112,0.203,0.095,0.009
0.288,0,0.283,0.357,0.317,0.008
0.453,0.005,0.479,0.58,0.499,0
0.56,0.083,0.597,0.72,0.619,0.001
0.611,0.165,0.626,0.748,0.683,0.001
0.6,0.25,0.613,0.724,0.695,0.001
0.537,0.32,0.533,0.669,0.657,0.001
0.395,0.341,0.416,0.603,0.584,0
0.236,0.311,0.251,0.568,0.442,0
0.077,0.251,0.087,0.496,0.246,0
0,0.23,0.004,0.508,0.031,0
0,0.192,0,0.599,0,0.002
0,0.142,0,0.637,0,0.006
0,0.106,0,0.625,0,0.013
0,0.088,0,0.584,0,0.024
0,0.079,0,0.548,0,0.038
0,0.075,0,0.526,0,0.059
0,0.074,0,0.487,0,0.083
0,0.078,0,0.461,0,0.098
0,0.069,0,0.555,0,0.117
0,0.05,0,0.579,0,0.138
0,0.033,0,0.635,0,0.148
0,0.02,0,0.659,0,0.143
0.006,0.01,0.003,0.611,0,0.134
0.108,0.003,0.057,0.573,0.108,0.104
0.283,0,0.143,0.703,0.336,0.027
0.443,0,0.255,0.673,0.513,0.004
0.541,0.001,0.352,0.598,0.629,0
0.557,0.003,0.416,0.519,0.68,0
0.552,0.005,0.424,0.465,0.665,0
0.495,0.005,0.392,0.417,0.576,0
0.413,0.007,0.308,0.374,0.386,0
0.253,0.013,0.176,0.343,0.279,0
0.084,0.033,0.074,0.29,0.153,0
0,0.094,0.003,0.265,0.021,0.002
0,0.222,0,0.267,0,0.036
0,0.391,0,0.256,0,0.135
0,0.536,0,0.274,0,0.209
0,0.601,0,0.301,0,0.23
0,0.591,0,0.303,0,0.262
0,0.536,0,0.286,0,0.314
0,0.452,0,0.251,0,0.392
0,0.351,0,0.166,0,0.486
0,0.207,0,0.078,0,0.502
0,0.091,0,0.024,0,0.474
0,0.036,0,0.005,0,0.466
0,0.011,0,0.002,0,0.483
0.008,0.003,0,0.002,0,0.502
0.146,0.002,0.028,0.01,0.095,0.416
0.35,0.001,0.114,0.054,0.297,0.234
0.506,0.001,0.263,0.115,0.414,0.169
0.595,0.006,0.372,0.157,0.451,0.12
0.564,0.014,0.387,0.163,0.461,0.058
0.546,0.027,0.418,0.148,0.502,0.04
0.487,0.047,0.376,0.121,0.518,0.047
0.292,0.077,0.293,0.09,0.52,0.052
0.163,0.125,0.186,0.059,0.402,0.058
0.049,0.245,0.085,0.037,0.224,0.102
0,0.464,0.004,0.026,0.027,0.243
0,0.625,0,0.022,0,0.429
0,0.683,0,0.025,0,0.512
0,0.626,0,0.029,0,0.519
0,0.505,0,0.036,0,0.497
0,0.37,0,0.045,0,0.474
0,0.249,0,0.053,0,0.467
0,0.158,0,0.058,0,0.466
0,0.097,0,0.056,0,0.471
0,0.073,0,0.048,0,0.458
0,0.081,0,0.037,0,0.429
0,0.092,0,0.031,0,0.394
0,0.091,0,0.026,0,0.362
0.005,0.089,0.001,0.02,0,0.331
0.103,0.066,0.038,0.013,0.098,0.222
0.269,0.035,0.101,0.019,0.33,0.102
0.42,0.117,0.207,0.025,0.516,0.074
0.52,0.251,0.317,0.031,0.639,0.019
0.473,0.319,0.401,0.036,0.685,0.008
0.474,0.359,0.44,0.032,0.701,0.009
0.426,0.391,0.449,0.026,0.666,0.011
0.33,0.373,0.431,0.025,0.584,0.014
0.195,0.296,0.306,0.024,0.44,0.021
0.061,0.209,0.144,0.029,0.241,0.038
0,0.152,0.009,0.048,0.027,0.098
0,0.117,0,0.094,0,0.183
0,0.104,0,0.165,0,0.215
0,0.118,0,0.213,0,0.204
0,0.163,0,0.195,0,0.168
0,0.226,0,0.145,0,0.132
0,0.292,0,0.096,0,0.103
0,0.33,0,0.064,0,0.087
0,0.335,0,0.057,0,0.078
0,0.309,0,0.047,0,0.064
0,0.28,0,0.043,0,0.05
0,0.266,0,0.048,0,0.036
0,0.271,0,0.059,0,0.025
0.008,0.303,0.012,0.067,0,0.018
0.156,0.202,0.172,0.041,0.113,0.012
0.381,0.149,0.381,0.062,0.354,0.004
0.552,0.528,0.563,0.066,0.54,0
0.658,0.567,0.678,0.058,0.663,0.001
0.622,0.562,0.715,0.051,0.732,0.001
0.626,0.556,0.723,0.042,0.746,0
0.579,0.548,0.674,0.034,0.711,0
0.483,0.54,0.578,0.034,0.629,0
0.316,0.537,0.423,0.041,0.491,0.001
0.115,0.523,0.221,0.06,0.295,0
0,0.556,0.014,0.093,0.038,0
0,0.545,0,0.136,0,0
0,0.494,0,0.184,0,0
0,0.456,0,0.198,0,0.001
0,0.441,0,0.186,0,0.002
0,0.426,0,0.179,0,0.007
0,0.417,0,0.172,0,0.014
0,0.425,0,0.16,0,0.021
0,0.452,0,0.146,0,0.023
0,0.439,0,0.127,0,0.026
0,0.405,0,0.102,0,0.031
0,0.387,0,0.076,0,0.036
0,0.376,0,0.058,0,0.048
0.01,0.394,0.025,0.041,0,0.076
0.182,0.272,0.248,0.026,0.129,0.124
0.407,0.134,0.471,0.056,0.377,0.105
0.566,0.397,0.624,0.067,0.561,0.061
0.663,0.608,0.72,0.044,0.676,0.037
0.685,0.669,0.759,0.031,0.734,0.037
0.684,0.674,0.744,0.025,0.746,0.04
0.631,0.648,0.696,0.025,0.708,0.046
0.5,0.587,0.609,0.027,0.601,0.047
0.326,0.494,0.462,0.031,0.45,0.043
0.118,0.35,0.261,0.038,0.241,0.037
0,0.228,0.018,0.045,0.024,0.03
0,0.135,0,0.05,0,0.022
0,0.078,0,0.055,0,0.016
0,0.062,0,0.054,0,0.009
0,0.07,0,0.042,0,0.005
0,0.092,0,0.03,0,0.003
0,0.124,0,0.022,0,0.004
0,0.137,0,0.018,0,0.008
0,0.12,0,0.018,0,0.018
0,0.081,0,0.026,0,0.057
0,0.044,0,0.033,0,0.166
0,0.023,0,0.037,0,0.31
0,0.014,0,0.039,0,0.431
0.01,0.011,0.015,0.042,0,0.48
0.185,0.007,0.198,0.018,0.083,0.41
0.416,0.001,0.435,0.008,0.307,0.15
0.576,0.008,0.597,0.003,0.498,0.176
0.671,0.021,0.697,0,0.624,0.183
0.694,0.016,0.749,0,0.696,0.186
0.647,0.011,0.752,0,0.7,0.205
0.56,0.006,0.705,0.001,0.659,0.219
0.407,0.004,0.602,0.004,0.568,0.213
0.251,0.002,0.448,0.008,0.423,0.187
0.089,0.006,0.238,0.016,0.216,0.167
0,0.05,0.013,0.032,0.02,0.201
0,0.183,0,0.063,0,0.227
0,0.369,0,0.092,0,0.21
0,0.564,0,0.112,0,0.174
0,0.706,0,0.124,0,0.151
0,0.729,0,0.126,0,0.174
0,0.668,0,0.126,0,0.257
0,0.553,0,0.122,0,0.397
0,0.468,0,0.116,0,0.512
0,0.398,0,0.097,0,0.51
0,0.328,0,0.07,0,0.429
0,0.214,0,0.044,0,0.351
0,0.116,0,0.02,0,0.297
0.004,0.065,0.013,0.008,0,0.258
0.109,0.061,0.193,0.001,0.1,0.199
0.292,0.102,0.412,0,0.349,0.078
0.421,0.218,0.57,0.002,0.549,0.068
0.38,0.204,0.68,0.007,0.675,0.115
0.273,0.117,0.709,0.006,0.723,0.117
0.241,0.032,0.677,0.004,0.739,0.148
0.249,0.008,0.587,0.007,0.708,0.185
0.202,0.023,0.471,0.012,0.616,0.217
0.109,0.123,0.36,0.021,0.474,0.237
0.028,0.244,0.146,0.032,0.271,0.258
0,0.382,0.006,0.054,0.029,0.329
0,0.472,0,0.094,0,0.364
0,0.479,0,0.141,0,0.384
0,0.34,0,0.199,0,0.446
0,0.194,0,0.244,0,0.542
0,0.105,0,0.266,0,0.632
0,0.05,0,0.262,0,0.692
0,0.018,0,0.259,0,0.724
0,0.006,0,0.251,0,0.748
0,0.01,0,0.21,0,0.746
0,0.027,0,0.158,0,0.731
0,0.089,0,0.122,0,0.718
0,0.191,0,0.092,0,0.706
0,0.192,0.012,0.063,0,0.696
0.019,0.121,0.184,0.029,0.12,0.608
0.076,0.088,0.415,0.021,0.382,0.297
0.207,0.067,0.602,0.008,0.576,0.222
0.311,0.007,0.702,0.003,0.693,0.548
0.413,0.002,0.754,0.002,0.754,0.452
0.524,0,0.759,0.002,0.764,0.392
0.498,0,0.718,0.007,0.725,0.414
0.364,0,0.618,0.019,0.631,0.468
0.217,0.006,0.453,0.037,0.482,0.501
0.057,0.106,0.238,0.061,0.272,0.53
0,0.452,0.016,0.127,0.026,0.639
0,0.648,0,0.261,0,0.75
0,0.64,0,0.405,0,0.803
0,0.584,0,0.477,0,0.822
0,0.52,0,0.488,0,0.829
0,0.483,0,0.472,0,0.833
0,0.488,0,0.431,0,0.835
0,0.516,0,0.391,0,0.83
0,0.551,0,0.373,0,0.814
0,0.556,0,0.339,0,0.792
0,0.527,0,0.296,0,0.76
0,0.491,0,0.255,0,0.718
0,0.457,0,0.222,0,0.688
0.006,0.428,0.019,0.177,0,0.651
0.157,0.228,0.228,0.083,0.109,0.512
0.382,0.097,0.459,0.05,0.365,0.228
0.547,0.203,0.62,0.017,0.56,0.255
0.649,0.178,0.715,0.005,0.681,0.236
0.696,0.15,0.756,0.002,0.736,0.11
0.688,0.146,0.757,0.001,0.748,0.05
0.629,0.165,0.71,0,0.709,0.026
0.509,0.198,0.612,0,0.634,0.036
0.333,0.24,0.454,0,0.488,0.061
0.121,0.362,0.241,0.001,0.282,0.108
0,0.573,0.012,0.003,0.028,0.244
0,0.706,0,0.016,0,0.39
0,0.779,0,0.039,0,0.457
0,0.801,0,0.061,0,0.442
0,0.79,0,0.075,0,0.413
0,0.762,0,0.084,0,0.391
0,0.735,0,0.091,0,0.366
0,0.711,0,0.099,0,0.338
0,0.701,0,0.105,0,0.314
0,0.687,0,0.1,0,0.318
0,0.673,0,0.086,0,0.335
0,0.669,0,0.075,0,0.344
0,0.651,0,0.069,0,0.332
0.007,0.598,0.01,0.066,0,0.307
0.178,0.336,0.174,0.037,0.1,0.269
0.405,0.087,0.413,0.046,0.349,0.111
0.563,0.119,0.58,0.078,0.543,0.039
0.655,0.184,0.684,0.063,0.657,0.026
0.643,0.206,0.72,0.047,0.731,0
0.634,0.233,0.72,0.033,0.738,0
0.569,0.243,0.663,0.016,0.504,0
0.436,0.229,0.563,0.006,0.372,0.003
0.258,0.21,0.381,0.002,0.266,0.015
0.078,0.221,0.15,0.002,0.125,0.046
0,0.267,0.005,0.007,0.012,0.119
0,0.307,0,0.03,0,0.17
0,0.341,0,0.085,0,0.198
0,0.38,0,0.157,0,0.188
0,0.404,0,0.215,0,0.162
0,0.394,0,0.255,0,0.14
0,0.374,0,0.28,0,0.119
0,0.338,0,0.311,0,0.103
0,0.284,0,0.321,0,0.097
0,0.21,0,0.3,0,0.091
0,0.137,0,0.256,0,0.082
0,0.079,0,0.206,0,0.073
0,0.04,0,0.17,0,0.065
0.004,0.013,0.011,0.13,0,0.063
0.101,0.002,0.192,0.066,0.043,0.064
0.258,0.001,0.421,0.144,0.236,0.04
0.406,0.003,0.587,0.192,0.47,0.014
0.469,0.086,0.691,0.136,0.62,0
0.452,0.166,0.725,0.091,0.707,0
0.356,0.217,0.725,0.064,0.73,0
0.337,0.249,0.67,0.049,0.698,0
0.337,0.245,0.565,0.045,0.614,0
0.222,0.232,0.4,0.049,0.462,0
0.072,0.298,0.159,0.057,0.248,0.002
0,0.406,0.005,0.066,0.02,0.035
0,0.404,0,0.078,0,0.127
0,0.349,0,0.11,0,0.224
0,0.335,0,0.173,0,0.302
0,0.374,0,0.241,0,0.348
0,0.431,0,0.294,0,0.359
0,0.468,0,0.341,0,0.35
0,0.458,0,0.387,0,0.326
0,0.41,0,0.429,0,0.285
0,0.328,0,0.442,0,0.247
0,0.241,0,0.436,0,0.237
0,0.176,0,0.44,0,0.236
0,0.13,0,0.431,0,0.248
0.006,0.1,0.009,0.405,0,0.283
0.167,0.065,0.179,0.282,0.017,0.337
0.397,0.014,0.406,0.391,0.077,0.244
0.566,0.037,0.571,0.434,0.174,0.123
0.662,0.192,0.675,0.345,0.279,0.086
0.639,0.256,0.714,0.244,0.375,0.069
0.628,0.274,0.704,0.17,0.491,0.041
0.564,0.256,0.643,0.124,0.491,0.021
0.434,0.237,0.518,0.099,0.424,0.006
0.254,0.219,0.324,0.097,0.268,0.001
0.085,0.244,0.127,0.109,0.11,0
0,0.33,0.004,0.139,0.006,0.005
0,0.391,0,0.187,0,0.06
0,0.41,0,0.256,0,0.15
0,0.41,0,0.351,0,0.209
0,0.411,0,0.442,0,0.234
0,0.417,0,0.498,0,0.237
0,0.436,0,0.552,0,0.23
0,0.431,0,0.557,0,0.219
0,0.392,0,0.516,0,0.202
0,0.283,0,0.475,0,0.183
0,0.152,0,0.409,0,0.168
0,0.068,0,0.345,0,0.166
0,0.037,0,0.286,0,0.183
0.001,0.054,0.007,0.236,0,0.212
0.055,0.084,0.159,0.201,0.034,0.226
0.153,0.041,0.347,0.388,0.143,0.129
0.249,0.013,0.452,0.459,0.231,0.078
0.301,0.022,0.499,0.354,0.332,0.085
0.319,0.031,0.519,0.265,0.473,0.08
0.308,0.05,0.493,0.219,0.621,0.073
0.257,0.076,0.422,0.198,0.404,0.056
0.17,0.088,0.319,0.192,0.284,0.024
0.094,0.09,0.194,0.193,0.175,0.004
0.025,0.107,0.08,0.213,0.072,0
0,0.119,0.003,0.31,0.003,0.014
0,0.128,0,0.484,0,0.102
0,0.124,0,0.633,0,0.216
0,0.091,0,0.697,0,0.237
0,0.047,0,0.69,0,0.206
0,0.025,0,0.641,0,0.179
0,0.022,0,0.583,0,0.167
0,0.025,0,0.51,0,0.159
0,0.026,0,0.391,0,0.148
0,0.017,0,0.309,0,0.163
0,0.004,0,0.261,0,0.194
0,0,0,0.238,0,0.214
0,0,0,0.237,0,0.234
0,0.002,0.007,0.227,0,0.268
0.035,0.012,0.166,0.17,0.011,0.256
0.117,0.011,0.403,0.304,0.047,0.188
0.247,0.005,0.585,0.423,0.083,0.123
0.416,0.005,0.691,0.398,0.111,0.078
0.459,0.009,0.74,0.319,0.131,0.04
0.345,0.016,0.738,0.241,0.184,0.02
0.207,0.02,0.685,0.184,0.251,0.009
0.126,0.025,0.561,0.147,0.237,0.001
0.06,0.04,0.39,0.127,0.175,0
0.014,0.057,0.172,0.114,0.074,0.042
0,0.07,0.005,0.113,0.003,0.282
0,0.081,0,0.14,0,0.574
0,0.086,0,0.203,0,0.734
0,0.078,0,0.272,0,0.645
0,0.058,0,0.324,0,0.724
0,0.039,0,0.359,0,0.656
0,0.027,0,0.404,0,0.487
0,0.02,0,0.427,0,0.294
0,0.008,0,0.419,0,0.206
0,0.003,0,0.37,0,0.19
0,0.003,0,0.282,0,0.201
0,0.005,0,0.201,0,0.225
0,0.014,0,0.158,0,0.265
0.001,0.032,0.006,0.126,0,0.286
0.083,0.021,0.157,0.104,0.018,0.245
0.223,0.004,0.379,0.232,0.101,0.249
0.355,0.006,0.548,0.292,0.208,0.332
0.448,0.001,0.656,0.26,0.326,0.387
0.468,0.001,0.673,0.198,0.438,0.363
0.487,0.006,0.665,0.133,0.429,0.216
0.491,0.042,0.603,0.084,0.308,0.107
0.395,0.106,0.47,0.059,0.196,0.075
0.246,0.176,0.279,0.056,0.112,0.104
0.074,0.26,0.093,0.088,0.044,0.213
0,0.334,0.002,0.164,0.001,0.43
0,0.362,0,0.273,0,0.625
0,0.402,0,0.37,0,0.708
0,0.498,0,0.422,0,0.723
0,0.586,0,0.431,0,0.7
0,0.604,0,0.412,0,0.673
0,0.573,0,0.371,0,0.647
0,0.511,0,0.33,0,0.597
0,0.451,0,0.301,0,0.573
0,0.411,0,0.26,0,0.52
0,0.377,0,0.21,0,0.413
0,0.357,0,0.197,0,0.354
0,0.375,0,0.206,0,0.348
0.004,0.44,0.005,0.19,0,0.35
0.167,0.307,0.144,0.157,0.011,0.328
