Resource,delhi_solarpv,delhi_onshorewind,maharashtra_solarpv,maharashtra_onshorewind,rajasthan_solarpv,rajasthan_onshorewind
7720,0.251,0.314,0.384,0.379,0.456,0.009
7721,0.097,0.259,0.192,0.365,0.231,0.009
7722,0,0.226,0.006,0.456,0.014,0.013
7723,0,0.199,0,0.555,0,0.021
7724,0,0.165,0,0.594,0,0.029
7725,0,0.144,0,0.616,0,0.033
7726,0,0.148,0,0.632,0,0.036
7727,0,0.165,0,0.625,0,0.036
7728,0,0.186,0,0.571,0,0.026
7729,0,0.21,0,0.495,0,0.014
7730,0,0.215,0,0.402,0,0.005
7731,0,0.189,0,0.305,0,0.001
7732,0,0.161,0,0.238,0,0
7733,0,0.143,0,0.214,0,0
7734,0,0.125,0,0.208,0,0
7735,0.002,0.102,0.006,0.188,0,0.007
7736,0.158,0.07,0.169,0.079,0.092,0.05
7737,0.394,0.018,0.393,0.081,0.346,0.072
7738,0.56,0.026,0.464,0.167,0.545,0.039
7739,0.655,0.053,0.423,0.106,0.668,0.01
7740,0.636,0.049,0.37,0.064,0.736,0.001
7741,0.627,0.043,0.394,0.042,0.745,0
7742,0.56,0.056,0.533,0.032,0.702,0
7743,0.42,0.09,0.579,0.036,0.607,0
7744,0.229,0.093,0.425,0.056,0.469,0
7745,0.068,0.087,0.207,0.103,0.263,0
7746,0,0.064,0.006,0.2,0.016,0
7747,0,0.04,0,0.308,0,0
7748,0,0.029,0,0.391,0,0.002
7749,0,0.034,0,0.45,0,0.015
7750,0,0.043,0,0.475,0,0.042
7751,0,0.045,0,0.46,0,0.049
7752,0,0.041,0,0.399,0,0.041
7753,0,0.035,0,0.341,0,0.037
7754,0,0.024,0,0.335,0,0.029
7755,0,0.018,0,0.323,0,0.026
7756,0,0.012,0,0.258,0,0.041
7757,0,0.003,0,0.179,0,0.073
7758,0,0.001,0,0.124,0,0.125
7759,0.001,0,0.008,0.099,0,0.187
7760,0.077,0,0.2,0.053,0.095,0.227
7761,0.237,0,0.437,0.131,0.35,0.137
7762,0.484,0,0.603,0.205,0.544,0.063
7763,0.576,0,0.704,0.144,0.663,0.043
7764,0.575,0,0.753,0.095,0.73,0.013
7765,0.603,0,0.751,0.066,0.745,0.002
7766,0.566,0,0.699,0.049,0.711,0
7767,0.415,0,0.594,0.045,0.631,0
7768,0.234,0,0.431,0.054,0.484,0
7769,0.062,0.004,0.206,0.082,0.272,0
7770,0,0.033,0.005,0.134,0.018,0.006
7771,0,0.107,0,0.191,0,0.033
7772,0,0.192,0,0.247,0,0.087
7773,0,0.231,0,0.295,0,0.148
7774,0,0.235,0,0.341,0,0.212
7775,0,0.257,0,0.39,0,0.28
7776,0,0.299,0,0.427,0,0.33
7777,0,0.33,0,0.457,0,0.38
7778,0,0.316,0,0.465,0,0.463
7779,0,0.249,0,0.453,0,0.545
7780,0,0.169,0,0.428,0,0.587
7781,0,0.132,0,0.393,0,0.59
7782,0,0.126,0,0.393,0,0.568
7783,0.001,0.116,0.006,0.373,0,0.534
7784,0.113,0.069,0.162,0.386,0.056,0.483
7785,0.317,0.009,0.408,0.581,0.248,0.25
7786,0.481,0.001,0.577,0.553,0.467,0.08
7787,0.596,0,0.683,0.451,0.61,0.083
7788,0.593,0,0.731,0.37,0.631,0.061
7789,0.523,0.001,0.719,0.318,0.595,0.025
7790,0.395,0.005,0.662,0.278,0.504,0.007
7791,0.302,0.013,0.533,0.243,0.409,0.001
7792,0.195,0.034,0.355,0.214,0.316,0
7793,0.057,0.102,0.131,0.198,0.18,0
7794,0,0.218,0.003,0.22,0.01,0.009
7795,0,0.297,0,0.273,0,0.065
7796,0,0.297,0,0.338,0,0.173
7797,0,0.301,0,0.402,0,0.28
7798,0,0.335,0,0.467,0,0.365
7799,0,0.375,0,0.534,0,0.42
7800,0,0.402,0,0.573,0,0.442
7801,0,0.375,0,0.569,0,0.425
7802,0,0.284,0,0.509,0,0.387
7803,0,0.166,0,0.383,0,0.35
7804,0,0.061,0,0.295,0,0.322
7805,0,0.006,0,0.259,0,0.29
7806,0,0,0,0.239,0,0.259
7807,0.001,0.001,0.004,0.211,0,0.238
7808,0.104,0.013,0.134,0.121,0.033,0.22
7809,0.288,0.008,0.379,0.378,0.159,0.14
7810,0.436,0.009,0.555,0.562,0.312,0.078
7811,0.506,0.032,0.665,0.468,0.457,0.021
7812,0.503,0.039,0.721,0.355,0.541,0.015
7813,0.466,0.043,0.72,0.259,0.543,0.032
7814,0.391,0.041,0.668,0.185,0.467,0.073
7815,0.249,0.047,0.55,0.124,0.34,0.118
7816,0.137,0.073,0.383,0.081,0.188,0.198
7817,0.037,0.184,0.166,0.062,0.069,0.443
7818,0,0.365,0.004,0.056,0.002,0.748
7819,0,0.488,0,0.073,0,0.842
7820,0,0.523,0,0.113,0,0.833
7821,0,0.473,0,0.177,0,0.78
7822,0,0.379,0,0.253,0,0.692
7823,0,0.322,0,0.313,0,0.603
7824,0,0.314,0,0.352,0,0.567
7825,0,0.308,0,0.356,0,0.556
7826,0,0.274,0,0.33,0,0.564
7827,0,0.242,0,0.3,0,0.576
7828,0,0.232,0,0.281,0,0.577
7829,0,0.253,0,0.29,0,0.559
7830,0,0.288,0,0.322,0,0.516
7831,0,0.362,0.004,0.349,0,0.475
7832,0.033,0.355,0.125,0.238,0.034,0.393
7833,0.13,0.212,0.352,0.277,0.175,0.303
7834,0.237,0.248,0.543,0.399,0.328,0.454
7835,0.333,0.354,0.666,0.411,0.486,0.414
7836,0.41,0.41,0.721,0.381,0.58,0.255
7837,0.451,0.421,0.722,0.335,0.637,0.138
7838,0.45,0.414,0.67,0.274,0.594,0.082
7839,0.343,0.414,0.546,0.206,0.512,0.072
7840,0.207,0.434,0.377,0.15,0.353,0.09
7841,0.052,0.494,0.153,0.135,0.154,0.136
7842,0,0.615,0.003,0.163,0.006,0.245
7843,0,0.68,0,0.237,0,0.365
7844,0,0.696,0,0.33,0,0.391
7845,0,0.693,0,0.433,0,0.399
7846,0,0.677,0,0.516,0,0.432
7847,0,0.651,0,0.563,0,0.491
7848,0,0.615,0,0.587,0,0.501
7849,0,0.636,0,0.584,0,0.473
7850,0,0.676,0,0.542,0,0.479
7851,0,0.624,0,0.468,0,0.479
7852,0,0.531,0,0.38,0,0.489
7853,0,0.439,0,0.314,0,0.494
7854,0,0.435,0,0.268,0,0.471
7855,0,0.439,0.001,0.231,0,0.432
7856,0.109,0.261,0.092,0.111,0.035,0.341
7857,0.312,0.092,0.326,0.162,0.164,0.154
7858,0.457,0.25,0.549,0.355,0.324,0.107
7859,0.424,0.277,0.669,0.322,0.471,0.174
7860,0.408,0.244,0.714,0.266,0.581,0.08
7861,0.407,0.237,0.718,0.202,0.628,0.037
7862,0.369,0.225,0.673,0.14,0.629,0.022
7863,0.224,0.211,0.57,0.091,0.568,0.017
7864,0.069,0.192,0.406,0.06,0.435,0.013
7865,0.009,0.185,0.187,0.049,0.229,0.014
7866,0,0.182,0.004,0.051,0.011,0.026
7867,0,0.16,0,0.072,0,0.043
7868,0,0.142,0,0.106,0,0.056
7869,0,0.15,0,0.164,0,0.065
7870,0,0.181,0,0.238,0,0.075
7871,0,0.224,0,0.297,0,0.081
7872,0,0.28,0,0.332,0,0.096
7873,0,0.336,0,0.346,0,0.119
7874,0,0.376,0,0.34,0,0.152
7875,0,0.398,0,0.314,0,0.177
7876,0,0.377,0,0.279,0,0.2
7877,0,0.326,0,0.269,0,0.222
7878,0,0.262,0,0.284,0,0.233
7879,0,0.184,0.003,0.288,0,0.242
7880,0.101,0.074,0.137,0.179,0.082,0.25
7881,0.308,0.009,0.394,0.331,0.339,0.143
7882,0.486,0.001,0.567,0.534,0.541,0.065
7883,0.59,0.002,0.674,0.461,0.663,0.073
7884,0.609,0.003,0.727,0.367,0.711,0.074
7885,0.579,0.003,0.724,0.285,0.725,0.099
7886,0.465,0.002,0.67,0.226,0.687,0.137
7887,0.298,0.002,0.563,0.176,0.625,0.147
7888,0.148,0.001,0.399,0.132,0.478,0.125
7889,0.032,0.001,0.179,0.106,0.265,0.126
7890,0,0,0.004,0.09,0.013,0.174
7891,0,0,0,0.097,0,0.207
7892,0,0.003,0,0.13,0,0.221
7893,0,0.022,0,0.189,0,0.231
7894,0,0.084,0,0.282,0,0.251
7895,0,0.208,0,0.389,0,0.271
7896,0,0.348,0,0.456,0,0.292
7897,0,0.442,0,0.445,0,0.327
7898,0,0.486,0,0.406,0,0.353
7899,0,0.413,0,0.392,0,0.401
7900,0,0.317,0,0.396,0,0.449
7901,0,0.253,0,0.379,0,0.464
7902,0,0.206,0,0.369,0,0.427
7903,0,0.147,0.003,0.349,0,0.37
7904,0.066,0.044,0.133,0.259,0.061,0.341
7905,0.22,0.003,0.385,0.41,0.191,0.194
7906,0.37,0.008,0.559,0.512,0.372,0.075
7907,0.465,0.013,0.667,0.49,0.497,0.094
7908,0.564,0.01,0.709,0.456,0.559,0.108
7909,0.546,0.009,0.709,0.415,0.645,0.057
7910,0.38,0.012,0.657,0.368,0.664,0.04
7911,0.223,0.013,0.553,0.319,0.565,0.045
7912,0.092,0.025,0.385,0.287,0.406,0.073
7913,0.018,0.155,0.167,0.243,0.191,0.148
7914,0,0.399,0.003,0.237,0.007,0.305
7915,0,0.472,0,0.27,0,0.432
7916,0,0.384,0,0.346,0,0.516
7917,0,0.271,0,0.453,0,0.555
7918,0,0.311,0,0.556,0,0.556
7919,0,0.411,0,0.625,0,0.531
7920,0,0.41,0,0.658,0,0.498
7921,0,0.369,0,0.699,0,0.463
7922,0,0.335,0,0.71,0,0.43
7923,0,0.256,0,0.668,0,0.418
7924,0,0.151,0,0.625,0,0.423
7925,0,0.077,0,0.534,0,0.41
7926,0,0.041,0,0.373,0,0.369
7927,0,0.061,0.004,0.212,0,0.306
7928,0.095,0.106,0.151,0.077,0.064,0.235
7929,0.292,0.103,0.398,0.152,0.302,0.092
7930,0.462,0.183,0.571,0.41,0.51,0.019
7931,0.562,0.395,0.679,0.346,0.64,0.045
7932,0.534,0.372,0.718,0.29,0.709,0.07
7933,0.489,0.248,0.719,0.228,0.722,0.08
7934,0.378,0.142,0.67,0.154,0.682,0.088
7935,0.214,0.092,0.57,0.12,0.581,0.092
7936,0.094,0.07,0.407,0.132,0.424,0.092
7937,0.018,0.059,0.188,0.176,0.204,0.102
7938,0,0.054,0.004,0.313,0.007,0.118
7939,0,0.063,0,0.505,0,0.128
7940,0,0.097,0,0.646,0,0.135
7941,0,0.207,0,0.706,0,0.119
7942,0,0.4,0,0.706,0,0.087
7943,0,0.551,0,0.68,0,0.063
7944,0,0.613,0,0.645,0,0.056
7945,0,0.637,0,0.605,0,0.059
7946,0,0.625,0,0.572,0,0.066
7947,0,0.587,0,0.565,0,0.064
7948,0,0.532,0,0.494,0,0.055
7949,0,0.517,0,0.412,0,0.047
7950,0,0.526,0,0.374,0,0.034
7951,0,0.55,0.004,0.353,0,0.02
7952,0.039,0.495,0.153,0.275,0.071,0.01
7953,0.136,0.394,0.413,0.57,0.328,0.002
7954,0.259,0.398,0.582,0.553,0.54,0
7955,0.36,0.403,0.685,0.432,0.669,0.006
7956,0.385,0.33,0.729,0.322,0.722,0.019
7957,0.366,0.238,0.729,0.235,0.736,0.024
7958,0.304,0.164,0.679,0.17,0.698,0.027
7959,0.195,0.123,0.561,0.126,0.585,0.039
7960,0.094,0.109,0.393,0.107,0.423,0.064
7961,0.02,0.167,0.17,0.125,0.199,0.11
7962,0,0.345,0.003,0.207,0.007,0.176
7963,0,0.47,0,0.329,0,0.244
7964,0,0.504,0,0.433,0,0.315
7965,0,0.487,0,0.489,0,0.359
7966,0,0.446,0,0.508,0,0.37
7967,0,0.387,0,0.508,0,0.37
7968,0,0.33,0,0.484,0,0.364
7969,0,0.279,0,0.474,0,0.356
7970,0,0.217,0,0.465,0,0.342
7971,0,0.129,0,0.424,0,0.332
7972,0,0.051,0,0.36,0,0.345
7973,0,0.012,0,0.29,0,0.368
7974,0,0.003,0,0.222,0,0.378
7975,0,0.005,0.004,0.181,0,0.364
7976,0.034,0.014,0.17,0.152,0.048,0.321
7977,0.139,0.013,0.404,0.289,0.259,0.161
7978,0.23,0.009,0.57,0.301,0.47,0.069
7979,0.308,0.01,0.67,0.273,0.609,0.198
7980,0.421,0.017,0.699,0.227,0.727,0.261
7981,0.399,0.029,0.694,0.176,0.741,0.256
7982,0.348,0.046,0.639,0.136,0.7,0.247
7983,0.268,0.049,0.537,0.118,0.601,0.244
7984,0.159,0.037,0.376,0.124,0.44,0.247
7985,0.035,0.039,0.163,0.162,0.213,0.257
7986,0,0.052,0.003,0.271,0.007,0.313
7987,0,0.039,0,0.402,0,0.37
7988,0,0.018,0,0.497,0,0.402
7989,0,0.004,0,0.528,0,0.414
7990,0,0.001,0,0.523,0,0.439
7991,0,0.022,0,0.508,0,0.468
7992,0,0.101,0,0.504,0,0.477
7993,0,0.212,0,0.468,0,0.486
7994,0,0.31,0,0.416,0,0.505
7995,0,0.354,0,0.359,0,0.537
7996,0,0.348,0,0.338,0,0.567
7997,0,0.31,0,0.33,0,0.582
7998,0,0.27,0,0.327,0,0.584
7999,0,0.248,0.003,0.318,0,0.579
8000,0.104,0.173,0.153,0.185,0.07,0.541
8001,0.321,0.057,0.38,0.431,0.324,0.29
8002,0.504,0.036,0.541,0.581,0.536,0.106
8003,0.616,0.019,0.607,0.562,0.667,0.355
8004,0.664,0.032,0.667,0.505,0.724,0.376
8005,0.653,0.061,0.654,0.453,0.738,0.312
8006,0.582,0.098,0.565,0.398,0.699,0.274
8007,0.415,0.126,0.378,0.33,0.604,0.269
8008,0.228,0.147,0.21,0.258,0.445,0.292
8009,0.052,0.257,0.073,0.192,0.219,0.353
8010,0,0.436,0,0.22,0.007,0.483
8011,0,0.537,0,0.31,0,0.565
8012,0,0.573,0,0.408,0,0.582
8013,0,0.575,0,0.483,0,0.553
8014,0,0.551,0,0.541,0,0.513
8015,0,0.514,0,0.548,0,0.479
8016,0,0.505,0,0.498,0,0.448
8017,0,0.512,0,0.404,0,0.405
8018,0,0.503,0,0.319,0,0.353
8019,0,0.491,0,0.28,0,0.331
8020,0,0.46,0,0.273,0,0.339
8021,0,0.412,0,0.275,0,0.348
8022,0,0.348,0,0.281,0,0.362
8023,0,0.275,0.001,0.272,0,0.402
8024,0.111,0.164,0.082,0.197,0.088,0.449
8025,0.336,0.041,0.231,0.303,0.349,0.281
8026,0.521,0.023,0.375,0.465,0.559,0.11
8027,0.632,0.048,0.493,0.442,0.687,0.271
8028,0.68,0.087,0.569,0.374,0.755,0.325
8029,0.67,0.128,0.571,0.321,0.768,0.297
8030,0.603,0.155,0.505,0.289,0.729,0.292
8031,0.463,0.171,0.411,0.285,0.643,0.278
8032,0.272,0.188,0.257,0.313,0.491,0.26
8033,0.068,0.249,0.081,0.336,0.271,0.255
8034,0,0.322,0.001,0.443,0.011,0.273
8035,0,0.34,0,0.545,0,0.271
8036,0,0.319,0,0.562,0,0.25
8037,0,0.29,0,0.517,0,0.254
8038,0,0.262,0,0.474,0,0.272
8039,0,0.238,0,0.536,0,0.293
8040,0,0.232,0,0.544,0,0.303
8041,0,0.237,0,0.494,0,0.309
8042,0,0.242,0,0.433,0,0.303
8043,0,0.266,0,0.38,0,0.241
8044,0,0.303,0,0.329,0,0.176
8045,0,0.348,0,0.328,0,0.137
8046,0,0.394,0,0.354,0,0.107
8047,0,0.437,0,0.355,0,0.087
8048,0.149,0.373,0.052,0.384,0.101,0.079
8049,0.4,0.12,0.149,0.613,0.367,0.059
8050,0.579,0.11,0.301,0.68,0.573,0.024
8051,0.679,0.236,0.468,0.675,0.698,0.014
8052,0.707,0.238,0.612,0.646,0.757,0.032
8053,0.697,0.252,0.648,0.614,0.77,0.034
8054,0.633,0.273,0.596,0.587,0.733,0.041
8055,0.485,0.29,0.459,0.57,0.648,0.05
8056,0.294,0.296,0.293,0.553,0.501,0.059
8057,0.078,0.33,0.088,0.497,0.287,0.088
8058,0,0.35,0,0.517,0.013,0.143
8059,0,0.317,0,0.57,0,0.21
8060,0,0.268,0,0.586,0,0.262
8061,0,0.262,0,0.571,0,0.334
8062,0,0.29,0,0.516,0,0.417
8063,0,0.323,0,0.479,0,0.483
8064,0,0.365,0,0.439,0,0.526
8065,0,0.41,0,0.399,0,0.557
8066,0,0.457,0,0.353,0,0.584
8067,0,0.464,0,0.32,0,0.573
8068,0,0.447,0,0.305,0,0.525
8069,0,0.439,0,0.302,0,0.451
8070,0,0.411,0,0.311,0,0.373
8071,0,0.366,0.002,0.317,0,0.312
8072,0.17,0.25,0.129,0.302,0.115,0.265
8073,0.433,0.076,0.364,0.598,0.386,0.177
8074,0.613,0.056,0.54,0.675,0.588,0.07
8075,0.71,0.209,0.644,0.654,0.712,0.035
8076,0.733,0.24,0.697,0.612,0.762,0.031
8077,0.722,0.293,0.691,0.567,0.775,0.009
8078,0.659,0.376,0.633,0.523,0.74,0.003
8079,0.518,0.394,0.511,0.476,0.647,0.003
8080,0.33,0.328,0.328,0.415,0.5,0.006
8081,0.098,0.272,0.104,0.292,0.284,0.025
8082,0,0.217,0.001,0.246,0.012,0.069
8083,0,0.158,0,0.27,0,0.136
8084,0,0.106,0,0.338,0,0.21
8085,0,0.09,0,0.46,0,0.259
8086,0,0.102,0,0.573,0,0.31
8087,0,0.112,0,0.614,0,0.358
8088,0,0.12,0,0.59,0,0.355
8089,0,0.135,0,0.515,0,0.327
8090,0,0.165,0,0.453,0,0.325
8091,0,0.202,0,0.383,0,0.35
8092,0,0.218,0,0.345,0,0.399
8093,0,0.221,0,0.337,0,0.458
8094,0,0.198,0,0.331,0,0.512
8095,0,0.153,0.001,0.327,0,0.538
8096,0.173,0.104,0.088,0.454,0.096,0.534
8097,0.429,0.028,0.288,0.771,0.357,0.405
8098,0.605,0.006,0.507,0.859,0.566,0.186
8099,0.695,0.017,0.613,0.846,0.696,0.103
8100,0.702,0.024,0.653,0.781,0.755,0.077
8101,0.688,0.024,0.669,0.683,0.766,0.028
8102,0.619,0.024,0.614,0.576,0.716,0.013
8103,0.502,0.026,0.478,0.487,0.587,0.008
8104,0.314,0.032,0.221,0.383,0.415,0.011
8105,0.088,0.046,0.066,0.249,0.232,0.049
8106,0,0.053,0,0.191,0.01,0.148
8107,0,0.054,0,0.194,0,0.278
8108,0,0.049,0,0.263,0,0.393
8109,0,0.049,0,0.384,0,0.489
8110,0,0.049,0,0.512,0,0.564
8111,0,0.049,0,0.579,0,0.608
8112,0,0.054,0,0.563,0,0.627
8113,0,0.057,0,0.496,0,0.623
8114,0,0.049,0,0.424,0,0.587
8115,0,0.04,0,0.361,0,0.556
8116,0,0.024,0,0.316,0,0.52
8117,0,0.008,0,0.295,0,0.48
8118,0,0.003,0,0.288,0,0.455
8119,0,0.002,0,0.268,0,0.402
8120,0.093,0.002,0.076,0.266,0.047,0.341
8121,0.282,0.001,0.22,0.551,0.267,0.205
8122,0.447,0,0.367,0.608,0.486,0.064
8123,0.45,0.001,0.452,0.594,0.623,0.029
8124,0.457,0,0.446,0.57,0.712,0.03
8125,0.512,0,0.441,0.531,0.741,0.025
8126,0.38,0,0.403,0.481,0.707,0.032
8127,0.22,0,0.304,0.456,0.596,0.049
8128,0.113,0.001,0.196,0.455,0.429,0.078
8129,0.031,0.001,0.073,0.444,0.218,0.166
8130,0,0.001,0,0.545,0.008,0.302
8131,0,0.001,0,0.663,0,0.416
8132,0,0.002,0,0.73,0,0.495
8133,0,0.001,0,0.763,0,0.533
8134,0,0.002,0,0.762,0,0.549
8135,0,0.004,0,0.728,0,0.559
8136,0,0.011,0,0.638,0,0.545
8137,0,0.026,0,0.508,0,0.509
8138,0,0.04,0,0.433,0,0.484
8139,0,0.046,0,0.343,0,0.453
8140,0,0.035,0,0.262,0,0.441
8141,0,0.014,0,0.21,0,0.449
8142,0,0.002,0,0.196,0,0.483
8143,0,0.001,0.001,0.195,0,0.545
8144,0.119,0.001,0.096,0.128,0.095,0.587
8145,0.355,0,0.26,0.262,0.349,0.419
8146,0.526,0,0.451,0.384,0.505,0.191
8147,0.571,0,0.56,0.392,0.558,0.114
8148,0.565,0,0.618,0.393,0.567,0.279
8149,0.532,0.003,0.606,0.384,0.63,0.258
8150,0.38,0.01,0.538,0.359,0.654,0.187
8151,0.203,0.011,0.402,0.341,0.564,0.147
8152,0.096,0.005,0.234,0.333,0.405,0.141
8153,0.02,0.001,0.082,0.33,0.193,0.168
8154,0,0.003,0,0.413,0.005,0.211
8155,0,0.012,0,0.5,0,0.232
8156,0,0.026,0,0.566,0,0.213
8157,0,0.043,0,0.598,0,0.2
8158,0,0.066,0,0.574,0,0.185
8159,0,0.096,0,0.534,0,0.166
8160,0,0.13,0,0.505,0,0.14
8161,0,0.148,0,0.468,0,0.113
8162,0,0.128,0,0.416,0,0.087
8163,0,0.094,0,0.334,0,0.071
8164,0,0.065,0,0.265,0,0.075
8165,0,0.05,0,0.236,0,0.104
8166,0,0.044,0,0.226,0,0.15
8167,0,0.04,0.002,0.215,0,0.205
8168,0.114,0.04,0.143,0.107,0.065,0.247
8169,0.342,0.013,0.368,0.328,0.303,0.176
8170,0.522,0.003,0.556,0.465,0.519,0.064
8171,0.623,0.018,0.668,0.442,0.655,0.064
8172,0.652,0.008,0.721,0.392,0.707,0.191
8173,0.641,0.002,0.72,0.335,0.72,0.188
8174,0.572,0.001,0.67,0.28,0.679,0.176
8175,0.403,0.001,0.556,0.232,0.551,0.17
8176,0.22,0.001,0.378,0.193,0.387,0.175
8177,0.047,0,0.158,0.168,0.17,0.205
8178,0,0,0.002,0.176,0.004,0.222
8179,0,0,0,0.2,0,0.214
8180,0,0,0,0.226,0,0.195
8181,0,0.001,0,0.272,0,0.201
8182,0,0.002,0,0.333,0,0.225
8183,0,0.009,0,0.391,0,0.258
8184,0,0.02,0,0.442,0,0.286
8185,0,0.03,0,0.459,0,0.285
8186,0,0.023,0,0.428,0,0.297
8187,0,0.009,0,0.338,0,0.309
8188,0,0.001,0,0.266,0,0.319
8189,0,0,0,0.223,0,0.33
8190,0,0.001,0,0.196,0,0.33
8191,0,0.003,0.002,0.175,0,0.295
8192,0.096,0.005,0.154,0.126,0.061,0.224
8193,0.312,0.002,0.386,0.328,0.295,0.14
8194,0.496,0.001,0.555,0.291,0.511,0.056
8195,0.604,0,0.659,0.151,0.649,0.045
8196,0.634,0.001,0.698,0.073,0.729,0.228
8197,0.626,0.002,0.692,0.038,0.742,0.25
8198,0.56,0.007,0.636,0.023,0.7,0.212
8199,0.42,0.022,0.532,0.02,0.593,0.206
8200,0.235,0.038,0.361,0.021,0.432,0.229
8201,0.053,0.054,0.141,0.026,0.199,0.287
8202,0,0.072,0.001,0.041,0.005,0.345
8203,0,0.109,0,0.063,0,0.378
8204,0,0.135,0,0.092,0,0.399
8205,0,0.141,0,0.119,0,0.379
8206,0,0.158,0,0.148,0,0.321
8207,0,0.181,0,0.179,0,0.245
8208,0,0.207,0,0.22,0,0.206
8209,0,0.238,0,0.273,0,0.21
8210,0,0.257,0,0.329,0,0.245
8211,0,0.225,0,0.355,0,0.256
8212,0,0.171,0,0.373,0,0.247
8213,0,0.103,0,0.36,0,0.237
8214,0,0.036,0,0.303,0,0.235
8215,0,0.006,0.001,0.224,0,0.221
8216,0.086,0,0.101,0.194,0.062,0.184
8217,0.262,0,0.252,0.29,0.297,0.106
8218,0.425,0,0.407,0.263,0.507,0.032
8219,0.541,0,0.538,0.197,0.637,0.01
8220,0.597,0,0.602,0.148,0.707,0.018
8221,0.552,0,0.606,0.115,0.719,0.031
8222,0.425,0,0.545,0.095,0.679,0.045
8223,0.296,0.004,0.429,0.093,0.596,0.066
8224,0.174,0.028,0.269,0.104,0.443,0.088
8225,0.034,0.111,0.087,0.118,0.221,0.133
8226,0,0.206,0,0.15,0.006,0.187
8227,0,0.242,0,0.189,0,0.189
8228,0,0.2,0,0.237,0,0.174
8229,0,0.137,0,0.292,0,0.177
8230,0,0.11,0,0.345,0,0.185
8231,0,0.137,0,0.387,0,0.165
8232,0,0.198,0,0.426,0,0.16
8233,0,0.206,0,0.461,0,0.185
8234,0,0.194,0,0.468,0,0.203
8235,0,0.165,0,0.433,0,0.207
8236,0,0.109,0,0.37,0,0.196
8237,0,0.05,0,0.315,0,0.174
8238,0,0.021,0,0.279,0,0.168
8239,0,0.016,0.001,0.25,0,0.172
8240,0.101,0.025,0.109,0.198,0.071,0.157
8241,0.33,0.015,0.263,0.281,0.311,0.09
8242,0.518,0.007,0.437,0.243,0.518,0.021
8243,0.625,0.024,0.597,0.168,0.646,0.009
8244,0.65,0.016,0.668,0.127,0.712,0.019
8245,0.643,0.009,0.677,0.12,0.725,0.007
8246,0.577,0.01,0.63,0.125,0.684,0.003
8247,0.421,0.011,0.526,0.124,0.577,0.003
8248,0.232,0.008,0.36,0.117,0.416,0.003
8249,0.048,0.011,0.146,0.115,0.191,0.009
8250,0,0.017,0.001,0.125,0.004,0.018
8251,0,0.027,0,0.139,0,0.024
8252,0,0.035,0,0.153,0,0.036
8253,0,0.04,0,0.165,0,0.061
8254,0,0.039,0,0.175,0,0.099
8255,0,0.03,0,0.18,0,0.122
8256,0,0.024,0,0.188,0,0.133
8257,0,0.02,0,0.197,0,0.125
8258,0,0.015,0,0.205,0,0.118
8259,0,0.01,0,0.216,0,0.13
8260,0,0.008,0,0.238,0,0.125
8261,0,0.007,0,0.272,0,0.11
8262,0,0.009,0,0.324,0,0.131
8263,0,0.013,0.001,0.359,0,0.157
8264,0.065,0.021,0.136,0.224,0.039,0.138
8265,0.242,0.013,0.366,0.157,0.159,0.091
8266,0.447,0.011,0.539,0.076,0.179,0.028
8267,0.454,0.024,0.646,0.031,0.221,0.004
8268,0.555,0.003,0.69,0.027,0.342,0
8269,0.513,0,0.69,0.034,0.345,0
8270,0.3,0,0.638,0.045,0.303,0.001
8271,0.148,0,0.525,0.045,0.276,0.005
8272,0.035,0.005,0.352,0.044,0.145,0.029
8273,0.003,0.021,0.122,0.058,0.03,0.127
8274,0,0.028,0,0.087,0,0.36
8275,0,0.015,0,0.111,0,0.501
8276,0,0.006,0,0.114,0,0.531
8277,0,0.008,0,0.102,0,0.555
8278,0,0.016,0,0.081,0,0.497
8279,0,0.018,0,0.056,0,0.442
8280,0,0.018,0,0.041,0,0.348
8281,0,0.049,0,0.043,0,0.387
8282,0,0.098,0,0.059,0,0.589
8283,0,0.116,0,0.101,0,0.587
8284,0,0.091,0,0.193,0,0.452
8285,0,0.063,0,0.338,0,0.324
8286,0,0.039,0,0.442,0,0.26
8287,0,0.007,0.001,0.465,0,0.178
8288,0.006,0.001,0.143,0.378,0.021,0.086
8289,0.029,0.004,0.374,0.565,0.139,0.017
8290,0.074,0.01,0.546,0.474,0.274,0.005
8291,0.194,0.015,0.654,0.237,0.426,0.005
8292,0.27,0.16,0.678,0.094,0.584,0.009
8293,0.278,0.392,0.68,0.043,0.635,0.015
8294,0.241,0.562,0.629,0.023,0.603,0.029
8295,0.153,0.668,0.512,0.014,0.465,0.04
8296,0.083,0.718,0.339,0.008,0.257,0.049
8297,0.015,0.645,0.101,0.004,0.09,0.066
8298,0,0.639,0,0.003,0.001,0.141
8299,0,0.559,0,0.007,0,0.256
8300,0,0.292,0,0.021,0,0.369
8301,0,0.191,0,0.042,0,0.483
8302,0,0.237,0,0.066,0,0.526
8303,0,0.291,0,0.09,0,0.498
8304,0,0.337,0,0.111,0,0.452
8305,0,0.415,0,0.131,0,0.42
8306,0,0.461,0,0.138,0,0.405
8307,0,0.38,0,0.111,0,0.349
8308,0,0.273,0,0.062,0,0.279
8309,0,0.198,0,0.03,0,0.217
8310,0,0.158,0,0.014,0,0.15
8311,0,0.147,0.002,0.013,0,0.092
8312,0.021,0.122,0.188,0.02,0.05,0.043
